"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SP2"
"73","GTD","Patrick Lindsey","4","2:10.575","11:08.534","Green","Track","5.449","10.311","20.945","0.513","23.124","29.350","23.224","12.702","4.957","160.265"
"33","GTD","Ben Keating","5","2:08.475","11:11.281","Green","Track","5.363","10.403","20.641","0.507","23.303","29.251","21.489","12.606","4.912","162.162"
"63","GTD","Christina Nielsen","5","2:08.596","11:18.224","Green","Track","5.497","10.412","20.853","0.518","22.996","29.535","21.546","12.286","4.953","158.718"
"44","GTD","John Potter","5","2:09.920","11:22.140","Green","Track","5.471","10.500","21.230","0.517","23.397","29.630","21.701","12.490","4.984","159.025"
"96","GTD","Bret Curtis","5","2:08.704","11:29.359","Green","Track","5.432","10.337","21.143","0.515","23.386","29.258","21.344","12.376","4.913","159.643"
"97","GTD","Michael Marsal","5","2:09.048","11:43.370","Green","Track","5.435","10.406","20.913","0.518","23.293","29.425","21.452","12.600","5.006","158.718"
"6","GTD","Andrew Davis","5","2:07.912","11:47.674","Green","Track","5.446","10.281","20.923","0.514","22.954","29.156","21.205","12.460","4.973","159.953"
"16","GTD","Spencer Pumpelly","5","2:08.243","12:03.116","Green","Track","5.350","10.376","20.834","0.505","23.130","29.513","21.307","12.328","4.900","162.804"
"80","GTD","Dan Knox","5","2:11.309","12:07.205","Green","Track","5.358","10.664","21.104","0.508","24.017","30.019","21.947","12.803","4.889","161.842"
"48","GTD","Madison Snow","5","2:08.495","12:08.007","Green","Track","5.372","10.404","20.848","0.505","23.000","29.497","21.433","12.526","4.910","162.804"
"27","GTD","Luca Persiani","5","2:09.325","12:51.706","Green","Track","5.405","10.294","20.765","0.508","23.361","29.376","21.958","12.719","4.939","161.842"
"77","GTD","David MacNeil","5","2:16.323","12:52.527","Green","Track","5.538","11.228","21.560","0.516","24.518","31.240","23.025","13.658","5.040","159.333"
"9","GTD","Matt Bell","5","2:07.785","13:01.610","Green","Track","5.444","10.387","20.880","0.517","22.993","29.191","21.111","12.312","4.950","159.025"
"73","GTD","Patrick Lindsey","5","2:11.040","13:19.574","Green","Track","5.470","10.335","20.911","0.512","24.437","30.394","21.676","12.358","4.947","160.578"
"63","GTD","Christina Nielsen","6","2:08.237","13:26.461","Green","Track","5.505","10.375","20.861","0.519","22.971","29.346","21.422","12.265","4.973","158.412"
"44","GTD","John Potter","6","2:09.881","13:32.021","Green","Track","5.488","10.404","21.143","0.516","23.422","29.564","21.577","12.735","5.032","159.333"
"33","GTD","Ben Keating","6","2:22.307","13:33.588","Green","Track","5.389","10.300","20.767","0.506","23.625","32.647","29.018","14.676","5.379","162.482"
"96","GTD","Bret Curtis","6","2:08.680","13:38.039","Green","Track","5.451","10.416","21.065","0.514","23.121","29.315","21.462","12.414","4.922","159.953"
"22","GTD","Cooper MacNeil","5","2:47.135","13:54.135","Green","Track","22.888","13.377","30.489","0.699","26.677","31.883","23.686","12.469","4.967","117.619"
"6","GTD","Andrew Davis","6","2:08.167","13:55.841","Green","Track","5.469","10.327","20.837","0.513","23.104","29.423","21.104","12.422","4.968","160.265"
"97","GTD","Michael Marsal","6","2:16.381","13:59.751","Green","Track","5.506","10.544","20.962","0.518","25.165","33.298","23.200","12.261","4.927","158.718"
"16","GTD","Spencer Pumpelly","6","2:08.338","14:11.454","Green","Track","5.373","10.347","20.812","0.504","23.162","29.480","21.280","12.444","4.936","163.127"
"80","GTD","Dan Knox","6","2:11.251","14:18.456","Green","Track","5.426","10.679","21.138","0.510","23.964","30.067","21.979","12.598","4.890","161.208"
"48","GTD","Madison Snow","6","2:16.068","14:24.075","Green","Track","5.375","10.483","20.928","0.511","25.187","32.523","23.638","12.506","4.917","160.892"
"27","GTD","Luca Persiani","6","2:09.136","15:00.842","Finish","Track","5.415","10.387","20.740","0.509","23.396","29.356","22.017","12.382","4.934","161.524"
"77","GTD","David MacNeil","6","2:15.609","15:08.136","Finish","Track","5.509","11.126","21.632","0.513","24.737","31.342","22.806","12.955","4.989","160.265"
"9","GTD","Matt Bell","6","2:25.453","15:27.063","Finish","Pit","5.452","10.433","20.806","0.516","24.046","30.062","21.290","14.287","18.561","159.333"
