"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP4"
"67","GTLM","Richard Westbrook","2","1:21.217","30:24.459","Green","Track","6.222","3.826","21.682","21.411","7.624","0.558","19.008","0.886","155.181"
"100","GTLM","John Edwards","2","1:22.699","30:30.540","Green","Track","6.026","3.738","21.899","22.373","8.007","0.574","19.198","0.884","150.855"
"66","GTLM","Joey Hand","4","1:18.327","30:33.945","Green","Track","5.873","3.501","20.351","20.984","7.641","0.560","18.532","0.885","154.627"
"3","GTLM","Antonio Garcia","4","1:18.831","30:39.433","Green","Track","5.746","3.583","20.753","21.132","7.522","0.552","18.668","0.875","156.868"
"62","GTLM","Toni Vilander","4","1:18.582","30:57.643","Green","Track","5.741","3.575","20.704","21.001","7.574","0.556","18.552","0.879","155.739"
"4","GTLM","Tommy Milner","2","1:25.007","31:01.703","Green","Track","6.247","3.929","24.461","22.024","7.638","0.560","19.250","0.898","154.627"
"912","GTLM","Earl Bamber","4","1:31.958","31:04.371","Green","Pit","6.206","4.011","22.477","21.737","7.574","0.555","20.019","9.379","156.020"
"25","GTLM","Bill Auberlen","3","1:18.908","31:16.493","Green","Track","5.758","3.555","20.528","21.162","7.578","0.560","18.893","0.874","154.627"
"68","GTLM","Daniel Serra","3","1:18.828","31:24.182","Green","Track","5.813","3.535","20.724","20.950","7.651","0.563","18.710","0.882","153.803"
"911","GTLM","Nick Tandy","4","1:19.354","31:36.746","Green","Track","5.830","3.673","20.815","21.210","7.579","0.557","18.800","0.890","155.459"
"67","GTLM","Richard Westbrook","3","1:18.906","31:43.365","Green","Track","5.826","3.570","20.652","20.998","7.640","0.563","18.767","0.890","153.803"
"100","GTLM","John Edwards","3","1:18.939","31:49.479","Green","Track","5.769","3.563","20.631","21.192","7.589","0.560","18.757","0.878","154.627"
"66","GTLM","Joey Hand","5","1:20.976","31:54.921","Green","Track","5.801","3.540","20.473","22.644","7.897","0.589","19.146","0.886","147.013"
"3","GTLM","Antonio Garcia","5","1:18.848","31:58.281","Green","Track","5.718","3.546","20.771","21.098","7.519","0.552","18.764","0.880","156.868"
"62","GTLM","Toni Vilander","5","1:18.352","32:15.995","Green","Track","5.759","3.566","20.614","20.927","7.568","0.557","18.482","0.879","155.459"
"4","GTLM","Tommy Milner","3","1:20.955","32:22.658","Green","Track","5.911","3.676","21.652","21.565","7.616","0.562","19.089","0.884","154.076"
"25","GTLM","Bill Auberlen","4","1:18.892","32:35.385","Green","Track","5.724","3.568","20.661","21.002","7.558","0.560","18.941","0.878","154.627"
"68","GTLM","Daniel Serra","4","1:18.399","32:42.581","Green","Track","5.772","3.491","20.482","20.921","7.612","0.563","18.674","0.884","153.803"
"911","GTLM","Nick Tandy","5","1:19.109","32:55.855","Green","Track","5.755","3.640","20.838","21.154","7.572","0.558","18.714","0.878","155.181"
"67","GTLM","Richard Westbrook","4","1:18.205","33:01.570","Green","Track","5.770","3.527","20.405","20.818","7.637","0.562","18.601","0.885","154.076"
