"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP3"
"16","GTD","Spencer Pumpelly","16","1:18.119","26:11.639","Green","Track","3.072","20.588","23.728","11.536","0.429","7.671","4.404","6.691","159.197"
"62","GTLM","Giancarlo Fisichella","17","1:16.236","26:12.737","Green","Track","2.980","19.671","23.449","11.666","0.438","7.559","4.075","6.398","155.926"
"70","P","Tom Long","15","3:47.617","26:16.284","Green","Pit","2.850","18.843","22.309","10.739","0.410","7.715","7.081","157.670","166.574"
"85","PC","Stephen Simpson","16","1:16.635","26:16.848","Green","Track","2.840","18.701","23.062","13.639","0.532","7.663","3.967","6.231","128.375"
"31","P","Dane Cameron","18","1:22.238","26:23.152","Green","Pit","2.764","18.423","23.057","10.786","0.411","7.179","6.126","13.492","166.169"
"22","GTD","Cooper MacNeil","16","1:21.109","26:25.577","Green","Track","3.387","21.441","24.494","11.836","0.444","8.346","4.334","6.827","153.819"
"5","P","Joao Barbosa","17","1:11.124","26:30.040","Green","Track","2.775","18.110","22.131","10.885","0.414","6.888","3.829","6.092","164.965"
"52","PC","Tom Kimber-Smith","18","1:25.380","26:29.923","Green","Pit","2.859","18.949","22.729","11.133","0.422","6.910","5.978","16.400","161.838"
"8","PC","Renger van der Zande","13","1:12.662","26:32.278","Green","Track","2.794","18.444","22.878","11.122","0.423","6.859","4.011","6.131","161.455"
"67","GTLM","Ryan Briscoe","16","1:26.535","26:34.607","Green","Pit","2.988","19.927","23.646","11.679","0.437","8.178","6.455","13.225","156.283"
"63","GTD","Christina Nielsen","15","1:20.728","26:35.706","Green","Track","3.259","21.256","24.405","11.900","0.445","8.227","4.361","6.875","153.473"
"0","P","Katherine Legge","11","1:13.798","26:38.050","Green","Track","2.900","19.096","23.131","10.473","0.398","7.356","4.160","6.284","171.597"
"4","GTLM","Oliver Gavin","16","1:17.615","26:38.745","Green","Track","3.112","20.566","23.455","11.661","0.436","7.660","4.167","6.558","156.641"
"20","PC","Johnny Mowlem","17","1:13.098","26:42.147","Green","Track","2.839","18.729","22.686","11.143","0.424","6.953","3.960","6.364","161.074"
"38","PC","Kyle Marcelli","14","1:13.213","26:47.276","Green","Track","2.820","18.708","22.689","11.160","0.426","6.969","4.159","6.282","160.318"
"88","PC","Richard Bradley","19","1:12.209","26:49.749","Green","Track","2.765","18.630","22.309","11.069","0.421","6.798","3.994","6.223","162.222"
"23","GTD","Mario Farnbacher","15","1:29.183","26:50.046","Green","Pit","3.162","21.111","24.190","11.802","0.440","8.042","6.768","13.668","155.217"
"912","GTLM","Earl Bamber","17","1:16.741","26:55.282","Green","Track","2.985","19.963","23.538","11.849","0.445","7.343","4.039","6.579","153.473"
"10","P","Ricky Taylor","16","3:58.194","26:55.556","Green","Track","163.049","23.790","22.862","10.785","0.408","7.097","3.875","6.328","167.391"
"97","GTD","Markus Palttala","17","3:49.508","26:59.855","Green","Pit","3.038","20.901","24.034","11.663","0.435","8.218","7.414","153.805","157.001"
"73","GTD","Patrick Lindsey","13","1:21.280","27:01.058","Green","Track","3.111","21.046","25.488","11.909","0.444","8.156","4.368","6.758","153.819"
"27","GTD","Cedric Sbirrazzuoli","16","1:23.498","27:08.044","Green","Track","3.132","21.669","24.783","11.695","0.433","8.944","5.162","7.680","157.726"
