"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP4"
"8","PC","Alex Popow","16","1:17.445","24:56.357","Green","Track","5.578","3.375","20.153","21.204","7.241","0.540","18.500","0.854","160.354"
"5","P","Filipe Albuquerque","16","1:14.373","24:59.006","Green","Track","5.413","3.351","19.318","20.250","7.054","0.522","17.649","0.816","165.883"
"38","PC","Kenton Koch","13","1:17.705","25:04.574","Green","Track","5.754","3.442","20.423","20.847","7.308","0.543","18.536","0.852","159.468"
"0","P","Andy Meyrick","14","1:15.602","25:07.573","Green","Track","5.486","3.584","20.316","20.440","6.701","0.000","0.000","0.840","0.000"
"7","PC","James Dayson","16","1:19.939","25:08.997","Green","Track","5.892","3.693","21.334","21.162","7.336","0.545","19.061","0.916","158.882"
"911","GTLM","Nick Tandy","15","1:21.145","25:18.158","Green","Track","5.788","3.641","22.366","21.073","7.504","0.550","19.339","0.884","157.438"
"60","P","John Pew","17","1:29.564","25:23.967","Green","Pit","5.600","3.712","21.933","20.535","6.993","0.000","0.000","10.039","0.000"
"52","PC","Jose Gutierrez","15","1:17.751","25:25.015","Green","Track","5.691","3.585","19.950","20.762","7.284","0.539","19.082","0.858","160.651"
"25","GTLM","Bill Auberlen","14","1:31.832","25:26.018","Green","Pit","5.832","3.966","22.908","21.259","7.511","0.555","20.554","9.247","156.020"
"96","GTD","Bret Curtis","11","3:01.262","25:27.106","Green","Track","89.461","5.992","29.418","24.386","7.901","0.592","22.428","1.084","146.268"
"90","P","Ryan Dalziel","13","1:14.707","25:28.918","Green","Track","5.501","3.337","19.461","20.106","7.100","0.524","17.845","0.833","165.250"
"67","GTLM","Scott Dixon","14","1:27.510","25:31.150","Green","Pit","5.809","3.619","20.683","21.180","7.540","0.554","18.930","9.195","156.301"
"10","P","Ricky Taylor","13","1:15.850","25:36.458","Green","Track","5.490","3.501","20.233","20.371","7.010","0.518","17.905","0.822","167.164"
"27","GTD","Paolo Ruberti","13","1:22.658","25:39.022","Green","Track","6.020","3.984","22.069","22.120","7.580","0.552","19.394","0.939","156.868"
"88","PC","Maxwell Hanratty","14","1:19.912","25:49.332","Green","Track","5.796","3.568","21.135","21.424","7.286","0.543","19.297","0.863","159.468"
"68","GTLM","Daniel Serra","15","1:29.745","25:49.679","Green","Pit","5.769","3.482","20.483","21.273","7.488","0.554","20.998","9.698","156.301"
"66","GTLM","Joey Hand","14","3:44.642","25:50.265","Green","Track","142.797","5.388","24.825","22.267","7.616","0.568","20.232","0.949","152.449"
"20","PC","Don Yount","17","1:19.059","25:51.160","Green","Track","5.793","3.539","21.402","21.091","7.232","0.534","18.618","0.850","162.155"
"73","GTD","Jorg Bergmeister","13","1:45.625","25:58.906","Green","Track","24.325","6.171","24.004","22.204","7.592","0.557","19.810","0.962","155.459"
"63","GTD","Alessandro Balzan","13","1:21.559","25:59.371","Green","Track","6.064","3.897","21.544","21.766","7.558","0.556","19.225","0.949","155.739"
"16","GTD","Richard Antinucci","14","1:23.491","26:02.840","Green","Track","6.235","4.039","22.347","22.005","7.496","0.545","19.848","0.976","158.882"
"3","GTLM","Antonio Garcia","15","1:21.219","26:07.262","Green","Track","5.996","3.843","22.147","21.392","7.551","0.554","18.856","0.880","156.301"
"48","GTD","Bryan Sellers","15","1:23.949","26:09.799","Green","Track","6.446","3.981","23.523","21.814","7.470","0.546","19.221","0.948","158.591"
"2","P","Scott Sharp","13","1:14.888","26:09.907","Green","Track","5.529","3.493","19.731","20.026","7.012","0.000","0.000","0.829","0.000"
"912","GTLM","Earl Bamber","15","1:27.576","26:11.620","Green","Pit","5.752","3.595","20.640","21.083","7.463","0.547","19.053","9.443","158.301"
"33","GTD","Ben Keating","12","4:04.001","26:12.260","Green","Track","157.010","6.718","27.743","23.614","7.429","0.543","20.002","0.942","159.468"
"8","PC","Alex Popow","17","1:16.981","26:13.338","Green","Track","5.641","3.480","20.326","20.609","7.260","0.539","18.273","0.853","160.651"
"5","P","Filipe Albuquerque","17","1:14.490","26:13.496","Green","Track","5.405","3.323","19.358","20.188","7.039","0.514","17.846","0.817","168.465"
